鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
土城區,房地(土地+建物)+車位,新北市土城區莊園街３９號二十五樓,15.16,都市：其他:住宅區,,,1100727,土地1建物1車位1,二十五層,二十七層,住宅大樓(11層含以上有電梯),集合住宅,鋼骨構造,1080412,110.44,1,2,1,有,有,13130000,152453,坡道平面,36.45,1850000,,RPWPMLRLPHGGFAF98DA,45.78,4.71,0.0,有,
土城區,房地(土地+建物)+車位,新北市土城區莊園街５１號二十樓,30.73,都市：其他:住宅區,,,1100806,土地1建物1車位1,二十層,二十七層,住宅大樓(11層含以上有電梯),集合住宅,鋼骨構造,1080412,187.19,3,2,2,有,有,24500000,148600,坡道平面,36.45,2100000,,RPXPMLMJQHGGFAF48DA,97.18,5.69,0.0,有,
土城區,房地(土地+建物)+車位,新北市土城區莊園街４３號二十一樓,30.73,都市：其他:住宅區,,,1100809,土地1建物1車位1,二十一層,二十七層,住宅大樓(11層含以上有電梯),集合住宅,鋼骨構造,1080412,199.18,3,2,2,有,有,26800000,153321,坡道平面,36.45,1850000,,RPOQMLOJQHGGFAF87DA,96.93,14.13,0.0,有,
土城區,房地(土地+建物),新北市土城區中央路三段１８３之５號二樓,15.02,都市：其他:高速公路用地,,,1100806,土地4建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940120,138.47,3,2,2,有,有,12500000,90272,,0.0,0,,RPPPMLPJQHGGFAF97DA,87.11,12.34,0.0,有,0001
土城區,房地(土地+建物)+車位,新北市土城區莊園街３９號二十六樓,15.16,都市：其他:住宅區,,,1100812,土地1建物1車位1,二十六層,二十七層,住宅大樓(11層含以上有電梯),集合住宅,鋼骨構造,1080412,110.44,1,2,1,有,有,13420000,152994,坡道平面,36.45,2100000,,RPPNMLRJQHGGFAF97DA,45.78,4.71,0.0,有,
板橋區,房地(土地+建物),新北市板橋區四川路二段２３７號七樓之７,2.42,都市：其他:住宅區,,,1100807,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0810808,25.59,1,0,1,有,有,3130000,122361,,0.0,0,陽台外推；,RPXOMLNKQHGGFAF58DA,14.48,0.0,0.0,有,0002
土城區,房地(土地+建物),新北市土城區中央路一段２６８號十九樓之２,16.14,都市：其他:商業區,,,1100814,土地1建物1車位0,十九層,三十二層,住宅大樓(11層含以上有電梯),辦公室,鋼骨構造、鋼骨鋼筋混凝土構造,1081120,107.17999999999999,1,0,0,有,有,15050000,140418,,0.0,0,,RPXQMLRKQHGGFAF56DA,61.56,8.71,0.0,有,0003
土城區,房地(土地+建物)+車位,新北市土城區莊園街２１號十四樓,46.7,都市：其他:住宅區,,,1100415,土地1建物1車位2,十四層,二十二層,住宅大樓(11層含以上有電梯),集合住宅,鋼骨構造,1080412,310.35,4,2,3,有,有,38880000,125278,坡道平面,72.9,0,,RPROMLKLQHGGFAF77DA,145.5,15.98,0.0,有,
板橋區,房地(土地+建物),新北市板橋區國慶路３號八樓,15.84,都市：其他:乙種工業區,,,1100816,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土造,0841208,112.87,2,2,2,有,有,11500000,101887,,0.0,0,陽台外推；其他增建；,RPQSMLNLQHGGFAF38DA,78.97,8.95,0.0,有,
土城區,房地(土地+建物)+車位,新北市土城區莊園街１５號四樓,39.66,都市：其他:住宅區,,,1100812,土地1建物1車位2,四層,二十二層,住宅大樓(11層含以上有電梯),集合住宅,鋼骨構造,1080412,272.91999999999996,4,2,2,有,有,31200000,114319,坡道平面,72.9,0,,RPTSMLOLQHGGFAF78DA,122.54,13.49,0.0,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路５６８號十九樓,19.17,都市：其他:商業區,,,1060912,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100421,165.5,3,2,2,有,有,19110000,127258,坡道平面,29.87,1850000,預售屋、或土地及建物分件登記案件；,RPPTMLLMQHGGFAF28DA,76.09,12.14,0.0,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路５５０號十四樓,16.58,都市：其他:商業區,,,1060901,土地1建物1車位1,十四層,十九層,住宅大樓(11層含以上有電梯),辦公室,鋼筋混凝土造,1100421,136.01,0,0,0,無,有,13670000,106706,坡道機械,14.93,750000,預售屋、或土地及建物分件登記案件；,RPRTMLLMQHGGFAF48DA,69.15,9.26,0.0,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路５７８號十四樓,10.62,都市：其他:商業區,,,1060901,土地1建物1車位1,十四層,十九層,住宅大樓(11層含以上有電梯),辦公室,鋼筋混凝土造,1100421,101.72,0,0,0,無,有,9730000,108281,坡道平面,29.87,1950000,預售屋、或土地及建物分件登記案件；,SPRTMLLMQHGGFAF58DA,39.7,6.79,0.0,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路５７６號十四樓,11.86,都市：其他:商業區,,,1060901,土地1建物1車位1,十四層,十九層,住宅大樓(11層含以上有電梯),辦公室,鋼筋混凝土造,1100421,100.73,0,0,0,無,有,9950000,107226,坡道機械,14.93,750000,預售屋、或土地及建物分件登記案件；,TPRTMLLMQHGGFAF68DA,47.09,8.37,0.0,有,
板橋區,房地(土地+建物),新北市板橋區華江一路１７０號十一樓,5.14,都市：其他:商業區,,,1100816,土地1建物1車位0,十一層,十九層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1071227,68.33,2,1,1,有,有,10200000,149276,,0.0,0,,RPROMLLMQHGGFAF97DA,37.4,8.72,0.0,有,0004
板橋區,房地(土地+建物),新北市板橋區民生路三段３２３號十三樓之１,1.26,都市：其他:住宅區,,,1100823,土地2建物1車位0,十三層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,37.89,0,1,1,有,有,5800000,153075,,0.0,0,附家具家電,RPUPMLQJRHGGFAF68DA,20.92,4.85,0.0,有,0005
板橋區,房地(土地+建物),新北市板橋區溪崑二街５６巷３號五樓,18.35,都市：其他:第一種住宅區,,,1100809,土地1建物1車位0,五層，陽台，露台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,71.69,4,0,4,有,無,7150000,99735,,0.0,0,頂樓加蓋；,RPUPMLRJRHGGFAF78DA,71.69,0.0,0.0,無,0006
板橋區,房地(土地+建物),新北市板橋區文化路一段１８８巷９弄５４號一樓,32.5,都市：其他:住宅區,,,1100823,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,77.18,3,2,1,有,無,18000000,233221,,0.0,0,前平台、後陽台增建，依使用現況點交,RPOQMLRJRHGGFAF28DA,77.18,0.0,0.0,無,
板橋區,房地(土地+建物)+車位,新北市板橋區信義路１６３巷２號二樓,55.36,都市：其他:乙種工業區,,,1100812,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0790904,413.99,0,0,0,無,有,32500000,78504,坡道平面,49.63,0,,RPXRMLRJRHGGFAF66DA,354.58,46.69,0.0,有,
板橋區,土地,民族段898-9地號,93.52,都市：其他:道路用地,,,1100818,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14813435,158399,,0.0,0,包含公共設施保留地用地；,RPWSMLRJRHGGFAF66DA,0.0,0.0,0.0,無,0007
土城區,房地(土地+建物),新北市土城區學府路一段２０９巷６號五樓,24.8,都市：其他:第二種住宅區,,,1100811,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740903,90.96,3,2,2,有,無,9400000,103342,,0.0,0,頂樓鐵皮加蓋頂樓加蓋；,RPWNMLSJRHGGFAF88DA,80.78,10.18,0.0,無,0008
土城區,土地,安和段197-6地號,143.79,都市：其他:排水溝用地,,,1100726,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11556700,80372,,0.0,0,包含公共設施保留地用地；,RPTOMLSJRHGGFAF68DA,0.0,0.0,0.0,無,
土城區,房地(土地+建物),新北市土城區樂利街３巷３２號,9.55,都市：其他:第二種住宅區,,,1100801,土地3建物1車位0,一層,八層,華廈(10層含以下有電梯),店舖,鋼筋混凝土造,0881015,69.73,0,0,0,無,有,11500000,164922,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUPMLSJRHGGFAF88DA,56.67,2.43,0.0,有,0009
板橋區,建物,新北市板橋區文化路二段３６９巷２號,0.0,,,,1090330,土地0建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,35.94,0,0,0,無,無,279246,7770,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPXRMLSJRHGGFAF76DA,35.94,0.0,0.0,無,
板橋區,房地(土地+建物),新北市板橋區大觀路二段２２巷１４號四樓,25.96,都市：其他:住宅區(再),,,1100812,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,86.24,3,2,2,有,無,8250000,95663,,0.0,0,陽台外推；其他增建；,RPOQMLTJRHGGFAF48DA,71.68,14.56,0.0,無,0010
林口區,房地(土地+建物)+車位,新北市林口區民族路１０號七樓,26.63,都市：其他:第五種住宅區,,,1100720,土地1建物1車位2,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970923,216.41,3,2,2,有,有,18500000,97241,坡道平面,58.04,3100000,其他增建；,RPUPMLKLPHGGFBF18DA,97.65,13.27,0.0,有,0011
五股區,房地(土地+建物),新北市五股區成泰路一段３２巷５４號三樓,15.26,都市：其他:住宅區,,,1100721,土地4建物1車位0,三層，夾層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860306,110.53,4,2,2,有,有,9900000,89568,,0.0,0,夾層；,RPTQMLMLPHGGFBF38DA,60.78,29.64,0.0,有,
林口區,房地(土地+建物)+車位,新北市林口區仁愛路二段２３３號,34.82,都市：其他:第五種住宅區,,,1100729,土地1建物1車位2,一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0781127,243.95,0,0,0,無,有,42780000,175364,坡道平面,0.0,0,其他增建；,RPSPMLPJQHGGFBF38DA,206.36,18.33,0.0,有,
五股區,房地(土地+建物)+車位,新北市五股區芳洲八路８８號八樓,21.17,都市：其他:住宅區,,,1100809,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1030127,137.95000000000002,3,2,2,有,有,12600000,93080,坡道平面,24.07,2000000,,RPPPMLTJQHGGFBF48DA,67.32,10.11,0.0,有,0012
林口區,房地(土地+建物)+車位,新北市林口區文化二路二段１１０巷１７號七樓之二,18.32,都市：其他:第五種住宅區,,,1100803,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960910,144.87,3,2,2,有,有,12200000,84213,坡道平面,23.12,0,陽台外推；,RPOOMLKKQHGGFBF47DA,68.4,18.74,0.0,有,0013
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段２３０巷２２弄１１號六樓,13.82,都市：其他:第五種住宅區,,,1100809,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840704,91.0,3,2,2,有,有,9320000,102418,坡道平面,0.0,0,其他增建:鐵窗陽台外推；夾層；其他增建；,RPTPMLKKQHGGFBF08DA,47.42,6.13,0.0,有,0014
新莊區,房地(土地+建物)+車位,新北市新莊區中原路５１６號八樓,26.27,都市：其他:第二種商業區,,,1100810,土地1建物1車位1,八層,十九層,住宅大樓(11層含以上有電梯),一般事務所,鋼骨鋼筋混凝土造,1060125,236.1,0,0,0,無,有,25640000,121287,坡道平面,42.84,2200000,含裝潢費146萬元整,RPWNMLMKQHGGFBF38DA,101.28,19.36,0.0,有,
五股區,房地(土地+建物)+車位,新北市五股區五福路１００巷１１號二樓,53.51,都市：其他:住宅區,,,1100625,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1050830,250.58,4,2,2,有,有,19930000,83152,坡道平面,30.14,1600000,,RPVSMLMKQHGGFBF78DA,129.15,21.62,0.0,有,
新莊區,房地(土地+建物)+車位,新北市新莊區萬安街４７巷２１號二樓,12.85,都市：其他:住宅區,,,1100725,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940902,135.5,3,2,2,有,有,14150000,110144,坡道機械,20.65,1500000,其他增建；,RPQNMLNKQHGGFBF87DA,80.86,4.86,0.0,有,
新莊區,房地(土地+建物)+車位,新北市新莊區民安西路１８９巷１０弄１２號十四樓,9.45,都市：其他:住宅區,,,1100804,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971219,92.15,1,1,1,有,有,8680000,94194,坡道平面,27.68,0,,RPSOMLNKQHGGFBF18DA,40.56,4.61,0.0,有,0015
泰山區,房地(土地+建物)+車位,新北市泰山區明志路三段８７號五樓,28.02,都市：其他:商業區,,,1100227,土地3建物1車位2,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0920120,321.77,4,2,2,有,有,30000000,93234,坡道平面,0.0,0,,RPSPMLQKQHGGFBF58DA,165.02,18.34,0.0,有,
林口區,房地(土地+建物)+車位,新北市林口區文化二路二段１１０巷１７號二樓,15.62,都市：其他:第五種住宅區,,,1100810,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960910,126.22,2,2,1,有,有,10300000,81604,坡道平面,23.12,0,陽台外推；,RPVSMLSKQHGGFBF76DA,61.85,11.86,0.0,有,
新莊區,房地(土地+建物),新北市新莊區中平路３７７巷１之１６號三樓,19.07,都市：其他:住宅區,,,1100731,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940201,128.27,3,2,2,有,有,17100000,133313,,0.0,0,,RPUOMLKLQHGGFBF18DA,81.65,11.63,0.0,有,0016
新莊區,房地(土地+建物)+車位,新北市新莊區中正路８９３巷７２號十三樓,12.16,都市：其他:住宅區,,,1100730,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1011213,142.48,3,2,2,有,有,15800000,110893,坡道平面,0.0,0,,RPRPMLKLQHGGFBF97DA,73.01,9.76,0.0,有,0017
新莊區,房地(土地+建物)+車位,新北市新莊區榮華路二段８３號二十一樓,12.61,都市：其他:第二種住宅區,,,1100821,土地1建物1車位1,二十一層,二十一層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1040601,98.53999999999999,2,2,1,有,有,14980000,165561,坡道機械,17.11,1500000,,RPQNMLLLQHGGFBF77DA,46.68,7.36,0.0,有,0018
新莊區,房地(土地+建物),新北市新莊區中平路２７０巷１０弄２３號八樓,11.24,都市：其他:住宅區,,,1100811,土地1建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841018,79.77,2,2,1,有,有,8500000,106556,,0.0,0,陽台外推；其他增建；,RPXRMLOLQHGGFBF56DA,48.32,7.33,0.0,有,
五股區,房地(土地+建物),新北市五股區西雲路１１６之１２號九樓,14.66,都市：其他:住宅區,,,1100814,土地1建物1車位0,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0931007,90.92,2,2,1,有,有,7830000,86120,,0.0,0,陽台外推；,RPOQMLPLQHGGFBF28DA,57.28,10.75,0.0,有,
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段２３９號四樓,29.55,都市：其他:第五種住宅區,,,1100529,土地1建物1車位1,四層,二十八層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100423,235.87,3,2,2,有,有,27450000,120146,坡道平面,24.46,2050000,,RPVRMLRLQHGGFBF66DA,122.65,19.28,0.0,有,
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段２３９號二十四樓,30.48,都市：其他:第五種住宅區,,,1100116,土地1建物1車位1,二十四層,二十八層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100423,244.06,3,2,2,有,有,30600000,131500,坡道平面,26.57,2000000,,RPOSMLRLQHGGFBF68DA,124.96,21.04,0.0,有,
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段２４５號十一樓,22.41,都市：其他:第五種住宅區,,,1091225,土地1建物1車位1,十一層,二十八層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100423,183.57,3,2,2,有,有,20780000,118346,坡道平面,24.46,1950000,,RPPSMLRLQHGGFBF78DA,92.35,14.45,0.0,有,
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段２４５號十五樓,22.41,都市：其他:第五種住宅區,,,1100206,土地1建物1車位1,十五層,二十八層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100423,183.57,3,2,2,有,有,21700000,123499,坡道平面,24.46,2050000,,RPQSMLRLQHGGFBF88DA,92.35,14.45,0.0,有,
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段２４５號十六樓,22.41,都市：其他:第五種住宅區,,,1100109,土地1建物1車位1,十六層,二十八層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100423,183.57,3,2,2,有,有,21350000,121300,坡道平面,24.46,2050000,,RPRSMLRLQHGGFBF98DA,92.35,14.45,0.0,有,
林口區,土地,小南灣段下福小段514-13地號,439.0,都市：其他:道路用地,,,1100526,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1826240,4160,,0.0,0,包含公共設施保留地用地；,RPWOMLQLQHGGFBF98DA,0.0,0.0,0.0,無,
林口區,房地(土地+建物)+車位,新北市林口區中北三街２００號六樓,33.49,都市：其他:第二種住宅區,,,1100805,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1050817,149.63,2,2,2,有,有,12120000,81000,坡道平面,31.48,0,,RPUNMLSLQHGGFBF88DA,71.06,10.22,0.0,有,0019
泰山區,房地(土地+建物)+車位,新北市泰山區仁愛路１００巷２９號十一樓,8.18,都市：其他:商業區,,,1100823,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931021,100.9,2,2,1,有,有,10840000,107444,坡道平面,0.0,0,陽台外推；,RPVQMLLJRHGGFBF48DA,50.61,10.6,0.0,有,0020
新莊區,房地(土地+建物),新北市新莊區永安街２００號,15.21,都市：其他:住宅區,,,1100718,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0641227,46.95,1,1,1,有,無,6150000,130990,,0.0,0,其他增建；,RPPUMLSJRHGGFBF98DA,46.95,0.0,0.0,無,
新莊區,房地(土地+建物)+車位,新北市新莊區立信三街２５號十樓,12.46,都市：其他:住宅區,,,1100728,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950125,111.62,2,2,1,有,有,12850000,115123,坡道平面,0.0,0,,RPRUMLSJRHGGFBF56DA,54.61,8.61,0.0,有,
新莊區,土地,建國段316-1地號,1.95,都市：其他:道路用地,,,1100903,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,180000,92308,,0.0,0,包含公共設施保留地用地；,RPSOMLNJRHGGFBF18DA,0.0,0.0,0.0,無,0021
新莊區,房地(土地+建物),新北市新莊區中信街１７６號十三樓之九,7.0,都市：其他:第一種商業區,,,1100705,土地1建物1車位0,十三層,二十四層,住宅大樓(11層含以上有電梯),一般事務所,鋼筋混凝土造,1060926,58.83,0,0,0,無,有,9150000,155533,,0.0,0,,RPRNMLSJRHGGFBF48DA,32.89,6.71,0.0,有,
新莊區,房地(土地+建物),新北市新莊區瓊林路瓊英巷４弄７號三樓,26.53,都市：其他:住宅區,,,1100815,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690207,84.15,3,1,2,有,無,5750000,68330,,0.0,0,,RPWOMLSJRHGGFBF09DA,84.15,0.0,0.0,無,
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段５５１號十八樓之五,18.7,都市：其他:中心商業區,,,1100807,土地1建物1車位2,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961017,225.45,3,2,2,有,有,16350000,91268,坡道平面,83.56,3400000,,RPUNMLTJRHGGFBF88DA,86.84,9.26,0.0,有,
五股區,房地(土地+建物)+車位,新北市五股區御史路３號六樓,24.92,都市：其他:住宅區,,,1100730,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0920113,161.57999999999998,3,2,2,有,有,9500000,58794,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTPMLTJRHGGFBF98DA,90.82,16.56,0.0,有,
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段６８巷１４號五樓之一,16.43,都市：其他:第五種住宅區,,,1100818,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850126,104.05,7,0,2,有,有,8300000,86228,坡道平面,22.87,1300000,夾層；,RPROMLTJRHGGFBF68DA,48.86,8.18,0.0,有,0022
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段２０巷２３號十三樓之二,13.25,都市：其他:第五種住宅區,,,1100808,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830530,104.08,2,1,1,有,有,7300000,70138,坡道平面,0.0,0,,RPORMLTJRHGGFBF68DA,53.93,7.18,0.0,有,
林口區,房地(土地+建物),新北市林口區自強三街１３號二樓,37.5,都市：其他:第四種住宅區,,,1100816,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741115,104.11,3,3,1,有,無,7500000,72039,,0.0,0,其他增建；,RPUOMLKKRHGGFBF18DA,92.96,11.15,0.0,無,
新店區,房地(土地+建物)+車位,新北市新店區安祥路１０９巷９４號,167.68,,山坡地保育區,丙種建築用地,1100409,土地13建物1車位1,全,三層,透天厝,住家用,鋼筋混凝土造,0951109,184.94,3,3,3,有,有,16500000,89218,坡道平面,13.99,0,陽台外推；其他增建；,RPXNMLKMOHGGFCF38DA,118.71,28.66,0.0,無,
新店區,房地(土地+建物),新北市新店區新和街９９號三樓,40.16,都市：其他:第三種住宅區。,,,1100720,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790116,112.46,3,2,2,有,無,10000000,88921,,0.0,0,,RPWNMLQJQHGGFCF78DA,94.8,9.14,0.0,無,
新店區,房地(土地+建物),新北市新店區寶慶街１２號五樓,6.83,都市：其他:第四種住宅區,,,1100729,土地1建物1車位0,五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890203,90.36,2,2,1,有,有,15860000,175520,,0.0,0,陽台外推；其他增建；,RPUNMLKKQHGGFCF08DA,59.98,10.21,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區北新路三段２１號十六樓,20.18,都市：其他:第四種住宅區,,,1100809,土地1建物1車位1,十六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000908,233.04,4,2,2,有,有,40000000,171644,坡道平面,39.21,0,,RPTNMLLJRHGGFCF08DA,123.34,17.13,0.0,有,
新店區,房地(土地+建物),新北市新店區環河路４４巷９號,27.47,都市：其他:第四種住宅區,,,1100830,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0660401,68.3,2,2,2,有,無,8950000,131040,,0.0,0,其他增建；,RPQOMLNJRHGGFCF08DA,68.3,0.0,0.0,無,0023
新店區,土地,直潭段灣潭小段124-24地號,105.0,都市：其他:道路用地,,,1100901,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4900000,46667,,0.0,0,,RPSNMLSJRHGGFCF68DA,0.0,0.0,0.0,無,
坪林區,土地,九芎林段九芎林小段48-3地號,1558.0,都市：其他:保安保護區,,,1100712,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8483000,5445,,0.0,0,,RPXNMLSJRHGGFCF56DA,0.0,0.0,0.0,無,
新店區,房地(土地+建物)+車位,新北市新店區黎明路６３巷３５號,78.33,都市：其他:住宅區,,,1100802,土地13建物1車位1,一層，二層，地下一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790315,181.98,5,2,2,有,有,10200000,56050,坡道平面,0.0,0,,RPRQMLSJRHGGFCF88DA,166.52,15.46,0.0,無,0024
新店區,房地(土地+建物)+車位,新北市新店區黎明路１１２號八樓,53.01,都市：其他:已開發建築密集地區,,,1100727,土地11建物1車位1,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810307,177.44,3,2,2,有,有,8100000,45649,坡道平面,0.0,0,,RPSQMLSJRHGGFCF98DA,136.03,15.56,0.0,有,
深坑區,房地(土地+建物)+車位,新北市深坑區北深路二段８１巷２３號二樓,21.35,都市：其他:住宅區,,,1100803,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830625,121.42,3,2,2,有,有,11400000,93889,坡道機械,0.0,0,,RPUNMLTJRHGGFCF98DA,80.78,12.89,0.0,有,
新店區,房地(土地+建物),新北市新店區永安街８９號二樓之二,18.86,都市：其他:第三種住宅區。,,,1100804,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830430,124.0,3,1,2,有,有,12000000,96774,,0.0,0,,RPVOMLTJRHGGFCF56DA,84.12,16.68,0.0,有,
新店區,房地(土地+建物),新北市新店區僑仁路１巷４號,161.4,都市：其他:已開發建築密集地區,,,1100124,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0711210,163.36,4,3,3,有,有,21800000,133448,,0.0,0,,RPTOMLSJRHGGFCF88DA,139.41,23.95,0.0,無,
汐止區,房地(土地+建物)+車位,新北市汐止區新臺五路一段９５號二十樓,30.77,都市：其他:乙種工業區,,,1100513,土地2建物1車位2,二十層,三十七層,住宅大樓(11層含以上有電梯),一般商業設施（一般事務所）,鋼骨構造,1080123,482.96000000000004,0,0,0,無,有,44120000,98884,坡道平面,74.2,3700000,,RPRPMLLJOHGGFDF87DA,249.53,4.52,0.0,有,
汐止區,房地(土地+建物)+車位,新北市汐止區新臺五路一段９５號二十樓之１,24.64,都市：其他:乙種工業區,,,1100513,土地2建物1車位2,二十層,三十七層,住宅大樓(11層含以上有電梯),一般商業設施（一般事務所）,鋼骨構造,1080123,401.54999999999995,0,0,0,無,有,37100000,102031,坡道平面,74.2,3700000,,SPRPMLLJOHGGFDF97DA,200.21,3.14,0.0,有,
